,nct_physstr_h5.1_mf_ff_p,nct_physstr_h5.1_mf_fm_p,nct_physstr_h5.1_mm_ff_p,nct_physstr_h5.1_mm_fm_p
1,0.373626374,0.383616384,0.838161838,0.16983017
