vb_mm_ff,physstr_mm_ff
-0.6328790930247008,0.31565977395006345
-3.119850711175311,0.039071042013639534
4.327179377669218,0.7595871205428346
-0.418774649838507,-0.1803418582058154
0.7191404732187756,-0.778820108124511
0.5418109133425766,-0.8704699601808193
1.888204451927779,1.56787421023174
0.6201339972068025,-0.44051371698700925
0.18380402790069272,1.4741153524961228
-1.023829277641441,-0.7501628786697234
-0.4172323983898143,0.5842352851320627
-0.07661693104793788,-0.5737809319540341
2.544422363638474,-0.22075146952709207
-1.6809791584449094,-1.257290588158316
1.9017768067112568,-0.2780254176064664
0.7242651018595128,0.9977187478242321
-1.3350597214838773,-1.0210796547070642
1.4777834180549236,0.2342655205115296
0.630347838796018,1.008898489038515
0.6400830295417093,-0.6277655647906417
1.5051457789670444,-0.1863625502090148
-1.1585039520941662,-0.6819984231288998
0.870132196029056,-0.853946961115592
0.5688482922774334,-0.427820676588314
-3.4589094551120065,-0.5324611049783996
-1.1506341805188884,0.03541223063377186
2.4304569423081626,1.5043748186725632
0.49609234314886974,-0.5428997960852168
-3.4064397107726863,-2.169172311327388
1.5346027823576067,-0.9346727142611524
2.0043197002039266,-0.41775124388771245
-1.3548690836937118,-0.06988171738240678
0.7748758279925472,1.1449518447895952
-3.73083105561429,-0.4561654033314333
-0.9352104745105798,1.1258833165129327
0.5811495055131806,-1.269774910118887
0.5162471952019572,-0.4462271678876423
0.1799772217625044,0.7811124819856161
0.9864204503520986,0.6175390127338704
-0.462772446302826,-0.4359064212124777
-0.31253989811931504,1.0508960424111797
1.0572929343043231,-0.3349130021119283
2.3454337794310676,1.2264067882638086
1.253810124637579,0.7098512896129716
-2.8093498783024597,-0.3002377688313489
1.370721678865845,-0.7335886734039979
-1.2577453419858022,-0.5717127653778932
-0.12729270367692402,0.4111090150014425
-2.940208795198636,-0.6419918064355412
-0.11026430459937053,-0.8043979381687516
-1.9666771192604193,-0.2783240959124987
0.8717235455116126,-1.515157993988932
-1.691865241690914,-1.147908902993222
-1.1894625975219308,-0.9420888960421856
-2.3769328354761945,-0.08630634197201391
1.6008828073090395,-0.17973914615445913
0.022842156732949093,0.7374680036240655
-0.0548417132819039,-0.6000254387422758
1.2909833444746615,1.4969716131715023
1.585320307481862,0.6167416223385254
-1.959340920096007,0.6807484944181883
-1.8289845093318435,-1.2577165987696945
0.5185332005829664,-0.004545344467342366
-1.2209172531161347,-0.1482004852327108
-1.4360860441640058,-0.48736557919715795
-1.4222997639628745,-0.8522393721091935
0.3564128230711714,-0.11732696506676227
-0.5164571473705521,1.5466714740044551
-1.3563493205043984,-0.002204378828216891
3.4126327242676955,0.14683114919078621
-1.348144600871822,-1.6176263276434735
-3.4208434392758145,0.0700691168589509
1.7215467011636614,-1.1100039763067926
1.8668691322658473,-1.9119386036886281
2.2562572694688043,-0.38276101717095184
0.8261100776034791,0.8546803805831928
-1.492477696966286,1.0829457733927181
1.3033610010901429,-0.9324142820369029
1.0713544459612754,-0.8268799416839913
4.049909647647203,-0.1468324172571509
-1.3786011634559134,-0.330534522420745
0.6038241343770308,-1.0146953962951974
1.444349858093803,1.009181223853509
0.0846824653822158,-1.6769574345259055
-1.461147143365737,0.7374839404363821
1.3452445593925466,1.857570139461708
2.5888268462259694,-0.8189410769433576
-3.3335114762907567,-0.5201821982460021
-0.44838239025114923,0.4825782117441646
-0.8789243219102181,-0.6332005008545039
-1.324675106550674,0.9178946904445262
2.401250722319218,-0.3439151138903154
0.6472720937153698,1.2486353301513244
0.9664442479018378,-0.15855530091062625
0.4526085749946449,2.4065076214172025
-1.6688886668959846,-1.4481520948050992
1.033499924651847,1.4442823335619916
0.7038081535308987,-0.2837855614832694
-0.7973034666184633,-0.913916650859007
3.0047805014735447,-0.8868664059385437
-0.3130710806912482,0.5945265887651753
0.6390251771647595,1.1291388190682237
-2.587243678007741,-0.991576162988611
-2.504492781014581,-1.8935639725212583
1.4441516069620657,-2.0896659823014447
-3.149189195365296,0.5345291484322001
0.39090585334522565,0.3043183787980588
0.08349087272083278,-1.579144443809629
0.11708448763746127,0.33239155621267286
1.6739627974566194,0.3129952397908373
0.5555519390212762,-0.1777292054553844
0.008655051530677138,0.1485987071808889
0.6876146293646306,0.49047670556025247
1.7658449993569825,1.1906679322461748
-0.5706225273240948,-0.12319076947632313
-0.7170641926148678,-0.2835797146259274
0.666315143632811,-3.900777823773183e-5
0.21100763667247335,-0.25449117520476494
-3.45154610559951,0.1840969679407434
-3.3732802489760227,-0.7313910974808364
-0.27764367122380706,-2.95043452003525
-0.1965554898734787,0.2572354378514157
-0.6344960250883007,-0.12860547588858573
1.6663970068958012,0.35859792559608494
0.8991097900587532,-1.029220523640777
-0.10428922560800213,-0.5568570326886703
-1.0059932838652759,-2.2222178517813242
0.815394879413557,0.23577245143541736
3.389818267205005,0.3986298764967461
0.8280466610747439,0.8345969814957875
0.1624523847778634,1.2302979566034848
-1.7722530079901837,-0.36755365505968907
-0.8987714458597877,-0.5270937870864232
-1.692922697033001,0.31299272856153554
2.849921779396456,1.343082515075401
-0.6309518514416239,-1.625749678536181
1.1806767684461539,0.6798137295517008
-1.6485499121830467,1.694091821307661
3.4619954541564892,0.12585664829018187
-0.23860054675093778,-0.12245308373407593
-3.674906874960002,-0.3842119679647909
-2.836163625044464,1.9700022333659208
-0.9913150648397278,0.12581848199533774
1.8141868426531835,1.0936782089564576
0.7943556287125628,0.5455776326203363
1.6609319740261332,0.2700241488784406
-1.8333334425567975,0.24169244448274407
-0.03892008338328079,-0.9396207444154241
3.9550100625183235,-0.3407176380248632
0.7368621600268277,0.0015884843246974922
0.44186465327003965,-0.312065489115706
-0.7321794201170126,0.29116089874446427
3.109816154675441,0.09666819110664199
-0.7013545298070039,-1.3420650914789207
-1.9418127078452616,-0.3902986724042511
1.0403721876749366,-1.3485705080018984
-0.5237498333365074,-1.1354893913384134
-1.4489338667025455,-0.3055302337633412
0.34938519198545626,0.515467853330287
1.529807617393974,0.8625667151077084
0.8556340439030925,0.4066411899275098
-1.2026147359878063,-1.2939818339091254
-1.5907519045085143,-0.2513972709764999
0.06776277672418285,-1.6200571119792562
-0.3181188769581009,0.2826231078753465
-2.4417568037473325,-2.800472415492557
0.09520220150094483,1.680368051625454
-0.7065724205643464,-1.1592207863660853
0.6502281589267351,-0.09071264169638438
0.5978685883583741,-0.7063267465106005
-0.2847503636939468,0.3733143437714026
0.5901610451510542,-0.32572129959432955
-0.7108989651992963,0.9169195014175902
-1.140086517784114,1.6616455188821466
1.9575973557900168,-0.3644369147855255
-1.3963409377145655,0.8281063415736329
1.048959198368582,1.0750832275057487
-0.5004208189101549,-1.6089469202541422
2.6302941838529565,-0.6564640862817186
1.8913564829582654,-0.5751221662682986
-1.2367649779426375,0.4021939217584545
-0.795130130281744,-0.08764523835146998
-1.1228304323150593,-0.06641132980390085
-1.501922354643042,0.2744339888903932
-1.4171472398236125,-0.39535518180399476
-1.638591382652216,-1.7501653387788756
-0.35901699568831535,-0.06852069780926462
-3.517228024453382,0.12557538252196004
1.8086989334172223,1.1134074327497667
0.00137304070018196,-2.409441459079317
1.3858116962339095,-0.5942282743763008
-1.618145930442582,2.6077453683101117
-2.1901540810944926,-0.678701432243867
-1.1801010821992397,1.1157370020903454
-1.0733182148205058,-0.5566279675050998
-1.9061957610484366,1.485681477432072
-0.6059939922646773,-0.7279243178137172
2.3743576163621363,0.5836610733751155
2.0915661637410037,1.0374976085975947
-0.7596279035455429,-1.4119469623443912
-1.0538667109484479,0.47999170277358255
-0.275029194620374,0.8716907885331718
-1.3494691846840383,-1.5859380416816098
0.9990761547880709,0.06033924990497497
0.4373786139650129,-0.8535429184068454
-3.3644275208773236,0.6180918560686303
-0.21479063620986594,-0.26659883677628715
-0.886276713872379,1.289087509792858
-3.514234119685356,-0.8957546970365484
-0.16645654312102964,-1.1379394041143125
-2.4479339269180045,1.1335692269154356
-2.9540783394740258,0.7869590709715247
-1.4705475518817153,-0.2736938244089825
-2.019509645530549,0.02095041357300842
-4.052940223031609,0.6825833806772639
-1.4230640091391988,-1.3477206053740969
-1.3095030350514318,0.09665856271026574
1.0356228291088074,0.32955793588848264
2.1809780172295494,0.6857794188335147
-0.17919068181255948,0.5002628213936728
-2.3074063824525597,-1.0164547434866027
2.4571225926305056,1.1642697718710178
-0.6946396827426984,0.9167364455304499
-0.055128398561235414,0.24199022485840882
-3.415870448287865,-0.9783451397144309
1.7551337253483301,0.7293200252489548
0.7762078427849088,0.8059630295314927
-1.2672458482685154,0.28953341057411086
-0.9353610970584953,0.07241608419765962
-2.4463351582619772,1.433828564615644
-1.9840674905765088,0.5290172458949677
2.7136128745529486,-0.17849662308632375
-0.28201916515584946,-1.043450249239796
-0.34097187349376146,-1.4288666916173438
2.6112593129049357,-0.41931934430818496
-3.5464030202054344,-0.10287905844100553
0.48284002838295104,-1.2737662279127684
-1.3802120674812857,-0.41731859951549916
-1.2397495736823427,-0.8732281228112175
-0.10923756229241643,-0.04516953136168844
-1.1310871612728581,-0.4336535514401339
1.6198745328471666,1.4051061092215307
0.9142836516629718,-0.42507711899453715
-0.5539012159192076,0.7479678787420647
-0.5148545497755483,-0.7028980092367024
0.3266074730420585,-0.6041815457238455
-0.3389304557481525,1.071745044377163
-0.5680399855423195,0.4085119271839548
-0.9008585072912569,-0.0013289656641258807
1.0158075015490846,1.878665337223838
1.5693240762712972,-0.8291020852521509
0.29550406479017743,0.5354871818583471
-1.3900112765884007,0.02834166693289239
-0.4617712675201915,0.60079268503666206
-0.9155839446069063,-2.43801729756534
-0.34915584426132007,-0.3157837963309845
-0.701950137114868,-0.5355936988380109
2.592789164897241,-0.319961929340485
2.7128105318633153,2.124318912044421
-1.9689160924012463,0.08076127373525904
-0.6909328184576822,0.6702177079850636
-0.7632902230661438,1.1293031564486355
1.9487823172172147,0.04454769962158267
-5.360646092624013,-0.36776171023943716
1.5661497307148635,-1.0122613122447248
0.9895734046831159,0.8054069869623279
0.49386998454477915,0.3357512471516342
-0.5207500274093424,0.6834681722254408
-0.6761474512864085,0.7646783370139932
-0.8296685939342221,-0.5651684957284964
-3.0056350489983457,0.7177397140603933
-1.9511131667532675,-0.23459786802721855
4.403429112810634,0.017818506622178362
1.7360248302489136,0.5013653629298543
-1.6994690097305956,0.6996892168373822
-1.1762280252873585,-0.6307908137914943
1.3420377643928187,-1.4105081847111416
0.39049897752009954,-0.22662249966538417
-2.181701272399598,-1.0615241702005815
0.8159458391008902,0.35953505848320677
0.7529232791040013,-0.14506441755327598
0.24466518781698987,0.8790787018955105
-0.8535919910311138,-2.0789218728288064
1.2755465746982904,-0.30150782444164653
-0.4376273642319557,1.1649655612212522
-0.18085230343782843,-0.9582200730607711
2.467596984510826,0.4932035376064384
2.173324197322864,0.43561430243792865
-0.7062980754743937,0.0030489516829740326
0.5324706380793431,-0.3330000773062104
-1.298153793257001,-0.5905420578170792
-1.2241194986017083,0.6876304099883065
-0.2831958084397681,-0.16538219240286006
-0.8025633670693515,-2.102671100757199
-0.6483671078628972,-0.13384083599515817
1.9916641149566519,0.27739401720159995
0.9885875637989485,1.6484830314818433
0.07889833345334374,-0.12081877188039238
3.2074064028154163,0.0484112312083016
-0.0640147033349594,-0.0488758399017709
1.188612065033464,-1.1444753243279682
0.391797530260134,-0.04411438253056482
-0.9738482187120843,0.5458298866327698
-0.91002171696028,-0.30165603009137415
0.18888366562738623,0.08549954626761613
-0.3897345670373369,-0.29024867112976704
-0.8271696446176375,-0.8187470757710061
-1.3800455980652742,3.016479274783639
-1.5735571239613662,-1.4159178222593076
-2.7402295562605303,0.9904054287628103
1.5778062878749655,-0.005202915612596115
-1.1206188122245289,-2.2657180281830813
-2.5541681956478737,1.6231586389126431
1.022053482442737,0.3073675934259993
-1.846604928790021,-1.3128340525115345
0.6753451445162308,0.4842625385236401
0.8535301367186556,-0.7135695701165642
0.18935702151625255,-1.210817554202046
-0.7738649389106498,-0.868609396902367
3.2544326697518975,0.06048031315156582
0.3301585290721203,-0.3035267782270021
-0.7336828529381032,-0.24823775669555914
0.366828821188697,-0.6747942878752571
0.28379716915193143,-0.21136737114543097
-1.9290297878118192,-0.5559307883628928
0.047404048832895285,-0.7317611552073541
-1.1398210878247212,0.683341779476918
2.046648642603147,0.2047615331786668
0.5224176070251012,0.26599657599873017
-1.082866433128033,0.3157593861471129
-2.3007597862088147,-0.12577310481285264
-1.8315295502804472,0.1633331405539151
2.052846543283941,0.0723532559881862
-0.9096693353595366,0.5864044559016318
-0.8866948665527215,0.49639266764012485
1.3945360565364018,-0.24003499397395256
0.6041848985798444,0.34110298095683733
-1.0312045595409494,1.6122934703835394
1.3204723009539823,-0.2374782701255317
0.9704587873573027,0.07710596444004941
0.1571043784524142,1.0280279936104704
-1.237589100440677,0.09624964430075936
0.4938614111000148,-0.6091283420987715
-0.25067950313428744,-0.7146076463367312
-4.1099537523678435,0.4461525193500502
-0.2203644256345676,-0.643147632964058
-1.6052894289577013,0.7730564606839672
1.3333696229019245,1.1068588647323674
-1.0183692950301864,-0.611897632875493
2.1447456871259987,-0.28936683982369116
-3.6808435081634836,-0.8293797771339222
-2.4273142426575633,0.3608941791846607
1.9246687479839588,0.9285308470291035
-1.9342412280266101,0.021207607723118138
-0.3278275569161031,0.828598140575755
0.5359856602833264,0.5691612410525495
0.8753566754182831,0.20171816806171933
1.1257009371347033,0.43638872083771185
0.8764784865941277,-0.4242240007362852
-0.9025008525810221,-0.35103212401627504
0.28022619971614926,0.29733122698971604
-1.7648939729021969,0.07279567324563518
1.1240497017712565,0.96065215682042715
-3.05735117609382,-0.3234665539947844
-2.630623202382504,0.8734176682029565
1.2578783795222512,0.46481139055451814
1.825009652026627,-0.03665744107726965
-0.7811482642244285,-0.4053814180070489
-0.7146276748529363,-0.5413365766052818
0.9644241431783591,-1.492192701828344
1.7643866376503108,0.8330931078519386
0.20920737475532158,-0.5314689842942074
1.831114944392926,-0.9896277193208595
-0.3853408547139243,0.020337921587797902
2.1065249157559274,-0.25089456070715926
2.2527730767389573,0.4825505384323021
-2.0185749358321914,-0.7301841276139471
1.2805034984793306,1.2270430894011315
1.4864730735799672,-1.2453736851420891
-1.3132088609218464,-0.5858653505691246
1.2676112625389262,0.8485483646498696
2.278918353545455,-0.8304345525895359
-0.4595757912205607,-1.3657785657142578
-1.0468608234094772,0.9750088995561076
-0.5436263411023077,0.34264704107549737
-0.29524020814373575,-0.4122091717803882
-0.7305353353865391,-0.3579074780845731
-2.858801272190754,0.08436190064047971
-1.9902584504767278,-0.7025045294880212
-0.2828131922059134,0.0922511846996264
-1.6075556325248002,-1.122169815530949
-0.7970451409949662,-1.4084066198239746
2.652800665105878,-0.8078174789999352
1.5917565962300335,-0.7957538004006228
-0.16024680466207109,0.19766095716214419
1.2479468868197392,-0.2141137583178725
